hostname,sy_dist,total_planets,st_teff,st_rad,st_mass,potentially_habitable
Kepler-985,679.361,1,5434.0,0.85,0.91,0
Kepler-986,548.364,1,5642.0,0.98,0.96,0
Kepler-987,914.126,1,5637.0,0.91,0.97,0
Kepler-988,304.889,1,4005.0,0.53,0.55,0
Kepler-989,491.978,1,5074.0,0.78,0.82,0
Kepler-990,802.163,2,5948.0,1.08,1.05,0
Kepler-991,389.561,1,4392.0,0.61,0.64,1
Kepler-992,259.639,1,4944.0,0.74,0.8,0
Kepler-993,324.423,1,3843.0,0.54,0.57,0
Kepler-994,188.158,1,3934.0,0.54,0.56,0
Kepler-995,609.638,1,5206.0,0.8,0.83,0
Kepler-996,1216.58,1,6014.0,1.14,1.09,0
Kepler-997,467.568,1,6150.0,1.56,1.22,0
Kepler-998,986.364,1,6058.0,1.18,1.12,0
Kepler-999,545.063,1,6237.0,1.65,1.29,0
L 168-9,25.1496,1,3842.0,0.604,0.614,0
L 98-59,10.6194,3,3415.0,0.303,0.273,0
LHS 1140,14.9861,2,3096.0,0.2159,0.1844,0
LHS 1478,18.2276,1,3381.0,0.246,0.236,0
LHS 1678,19.8782,3,3490.0,0.329,0.345,0
LHS 1815,29.8424,1,3643.0,0.501,0.502,0
LHS 3844,14.8846,1,3036.0,0.189,0.151,0
LHS 475,12.4814,1,3300.0,0.2789,0.262,0
LP 714-47,52.616,1,3950.0,0.584,0.59,0
LP 791-18,26.4927,3,2960.0,0.182,0.139,0
LP 890-9,32.4298,2,2850.0,0.1556,0.118,1
LTT 1445 A,6.86929,2,3340.0,0.265,0.257,0
LTT 3780,21.9814,2,3358.0,0.38,0.381,0
LTT 9779,80.4373,1,5443.0,0.949,1.02,0
MASCARA-1,182.273,1,7490.0,2.082,1.9,0
MASCARA-4,170.696,1,7800.0,1.79,1.75,0
NGTS-1,218.121,1,3916.0,0.573,0.617,0
NGTS-11,190.422,1,5050.0,0.832,0.862,0
NGTS-12,446.442,1,5690.0,1.589,1.021,0
NGTS-13,647.595,1,5819.0,1.788,1.3,0
NGTS-14 A,322.148,1,5187.0,0.842,0.898,0
NGTS-15,786.485,1,5600.0,0.954,0.995,0
NGTS-16,898.168,1,5550.0,1.213,1.002,0
NGTS-17,1040.28,1,5650.0,1.337,1.025,0
NGTS-18,1096.19,1,5610.0,1.392,1.003,0
NGTS-2,356.391,1,6478.0,1.702,1.64,0
NGTS-20,382.898,1,5980.0,1.78,1.47,0
NGTS-24,683.062,1,5820.0,1.64,1.26,0
NGTS-26,1093.69,1,5550.0,1.16,0.96,0
NGTS-27,942.122,1,5700.0,1.77,1.07,0
NGTS-3 A,743.972,1,5600.0,0.93,1.017,0
NGTS-30,238.377,1,5455.0,0.913,0.94,0
NGTS-33,437.855,1,7437.0,1.47,1.6,0
NGTS-4,280.555,1,5143.0,0.84,0.75,0
NGTS-5,306.779,1,4987.0,0.739,0.661,0
NGTS-6,308.262,1,4730.0,0.754,0.767,0
NGTS-8,428.976,1,5241.0,0.98,0.89,0
NGTS-9,609.128,1,6330.0,1.38,1.34,0
Proxima Cen,1.30119,1,2900.0,0.141,0.1221,1
Qatar-10,559.068,1,6124.0,1.254,1.156,0
Qatar-3,735.601,1,6007.0,1.272,1.145,0
Qatar-4,329.036,1,5215.0,0.849,0.896,0
Qatar-5,367.658,1,5747.0,1.076,1.128,0
Qatar-6,100.848,1,5052.0,0.722,0.822,0
Qatar-7,705.981,1,6387.0,1.564,1.409,0
Qatar-8,281.498,1,5738.0,1.315,1.029,0
Qatar-9,213.771,1,4309.0,0.696,0.719,0
Ross 128,3.37454,1,3192.0,0.1967,0.168,1
SPECULOOS-3,,1,2800.0,0.123,0.1009,0
TIC 139270665,189.875,2,5844.0,1.016,1.035,0
TIC 237913194,306.063,1,5788.0,1.088,1.026,0
TIC 257060897,505.703,1,5988.0,1.82,1.32,0
TIC 393818343,93.7345,1,5756.0,1.086,1.082,0
TOI-1052,129.804,2,6146.0,1.264,1.204,0
TOI-1062,82.1733,2,5328.0,0.84,0.94,0
TOI-1064,68.0726,2,4734.0,0.726,0.748,0
TOI-1075,61.4592,1,3875.0,0.581,0.604,0
TOI-1107,281.314,1,6311.0,1.81,1.35,0
TOI-1117,167.598,3,5635.0,1.05,0.97,0
TOI-1130,58.2609,2,4360.0,0.697,0.745,0
TOI-1135,114.048,1,5962.7,1.15,1.156039,0
TOI-1136,84.5362,4,5770.0,0.968,1.022,0
TOI-1173,132.353,1,5350.0,0.934,0.911,0
TOI-1174,94.6375,1,5030.0,0.76,0.85,0
TOI-1180,72.0238,1,4738.0,0.73,0.75,0
TOI-1181,302.819,1,6054.0,1.961,1.467,0
TOI-1184,58.5946,1,4534.0,0.69,0.71,0
TOI-1194,149.667,1,5394.0,0.9608,0.9835,0
TOI-1199,248.427,1,5710.0,1.45,1.23,0
TOI-1201,37.8871,1,3476.0,0.508,0.512,0
TOI-122,62.118,1,3403.0,0.334,0.312,0
TOI-1221,138.411,1,5592.0,1.031,0.93,0
TOI-1224,37.3312,2,3326.0,0.404,0.4,1
TOI-1227,100.641,1,3072.0,0.56,0.17,0
TOI-1231,27.6227,1,3553.0,0.476,0.485,0
TOI-1235,39.6345,1,3997.0,0.619,0.63,0
TOI-1244,102.551,1,4599.0,0.721,0.73,0
TOI-1246,169.422,4,5151.0,0.86,0.87,0
TOI-1248,168.735,1,5205.0,0.8686,0.9042,0
TOI-1249,139.49,1,5497.0,0.9785,1.0062,0
TOI-125,111.059,3,5320.0,0.848,0.859,0
TOI-1259 A,118.106,1,4775.0,0.711,0.744,0
TOI-1260,73.5977,3,4227.0,0.672,0.679,0
TOI-1266,36.0118,3,3563.0,0.4232,0.437,1
TOI-1268,109.557,1,5300.0,0.92,0.96,0
TOI-1269,172.138,1,5499.0,0.8521,0.9027,0
TOI-1272,137.572,1,5065.0,0.7934,0.8772,0
TOI-1273,177.118,1,5690.0,1.06,1.06,0
TOI-1278,75.5759,1,3799.0,0.573,0.54,0
TOI-1279,107.055,1,5457.0,0.8426,0.8784,0
TOI-128,68.4727,1,6086.0,1.13,0.851969,0
TOI-1288,114.865,1,5388.0,0.9583,0.9552,0
TOI-1294,332.648,1,5718.0,1.5566,1.1578,0
TOI-1295,388.227,1,6280.0,1.7,1.38,0
TOI-1296,323.265,1,5567.0,1.7031,1.1576,0
TOI-1298,319.036,1,5752.0,1.4536,1.2187,0
TOI-1301,90.8693,1,4820.0,0.732,0.77,0
TOI-132,163.678,1,5397.0,0.9,0.97,0
TOI-1333,200.492,1,6274.0,1.925,1.464,0
TOI-1338 A,399.017,1,5723.2,1.313,1.0936,0
TOI-1347,147.476,2,5464.0,0.83,0.913,0
TOI-1386,146.858,2,5735.0,1.0235,1.0363,0
TOI-139,42.4061,1,4570.0,0.7007,0.69,0
TOI-1408,139.484,2,6117.0,1.53,1.312,0
TOI-1410,72.7512,1,4635.0,0.7558,0.7941,0
TOI-1411,32.4778,1,4115.0,0.614,0.6045,0
TOI-1416,55.0135,1,4884.0,0.793,0.798,0
TOI-1420,201.918,1,5510.0,0.923,0.987,0
TOI-1422,155.141,1,5840.0,1.019,0.981,0
TOI-1431,148.925,1,7690.0,1.92,1.9,0
TOI-1437,103.297,1,6008.0,1.17,1.1,0
TOI-1439,230.306,1,5841.0,1.6184,1.2313,0
TOI-1442,41.1659,1,3330.0,0.31,0.29,0
TOI-1443,85.8034,1,5224.0,0.7511,0.7663,0
TOI-1444,125.463,1,5460.0,0.9105,0.9513,0
TOI-1448,73.3345,1,3412.0,0.38,0.372,0
TOI-1450 A,22.4467,1,3437.0,0.483,0.48,0
TOI-1451,91.9362,1,5801.0,1.0162,1.0022,0
TOI-1452,30.5212,1,3185.0,0.275,0.249,0
TOI-1453,78.7415,2,4975.0,0.72,0.715,0
TOI-1467,37.4418,1,3834.0,0.491,0.489,0
TOI-1468,24.7399,2,3376.0,0.3714,0.3527,0
TOI-1470,51.9503,2,3709.0,0.469,0.471,0
TOI-1472,121.84,1,5133.0,0.8377,0.9154,0
TOI-1478,152.892,1,5597.0,1.048,0.947,0
TOI-150,336.267,1,6255.0,1.526,1.351,0
TOI-1516,247.054,1,6520.0,1.14,1.14,0
TOI-1518,225.888,1,7300.0,1.95,1.79,0
TOI-157,355.683,1,5404.0,1.167,0.948,0
TOI-1601,336.608,1,5982.0,2.195,1.5055,0
TOI-163,411.719,1,6495.0,1.648,1.4352,0
TOI-1630,66.0929,1,5504.0,0.83,0.95,0
TOI-1634,35.2736,1,3472.0,0.45,0.451,0
TOI-1659,122.494,1,5977.0,1.006,1.1,0
TOI-1669,111.276,1,5497.0,1.0561,0.9867,0
TOI-1670,168.067,2,6170.0,1.316,1.21,0
TOI-1680,37.2209,1,3225.0,0.2106,0.1798,0
TOI-1683,51.1884,1,4402.0,0.7,0.694661,0
TOI-1685,37.6153,1,3575.0,0.4555,0.454,0
TOI-169,407.84,1,5880.0,1.288,1.147,0
TOI-1691,111.445,1,5759.0,1.0,1.03,0
TOI-1693,30.7947,1,3499.0,0.46,0.49,0
TOI-1694,124.68,1,5058.0,0.8036,0.853,0
TOI-1695,45.1309,1,3690.0,0.515,0.513,0
TOI-1696,64.9172,1,3185.0,0.2775,0.255,0
TOI-1710,81.2271,1,5684.0,0.9574,1.0258,0
TOI-1716,104.158,1,5879.0,1.24,1.07,0
TOI-172,342.831,1,5645.0,1.777,1.128,0
TOI-1723,100.727,1,5777.0,1.09,1.04,0
TOI-1728,60.798,1,3980.0,0.6243,0.646,0
TOI-1736,88.9482,2,5636.0,1.4286,1.0373,0
TOI-1739,70.9819,1,4814.0,0.781,0.78,0
TOI-1742,72.8871,1,5815.0,1.131,1.0861,0
TOI-1744,114.39,1,6179.0,1.14,1.18,0
TOI-1749,99.5561,3,3985.0,0.55,0.58,0
TOI-1751,113.335,1,5970.0,1.3137,0.9382,0
TOI-1753,226.671,1,5621.0,0.9715,0.9483,0
TOI-1758,96.6215,1,5169.0,0.81,0.88,0
TOI-1759,40.0654,1,4065.0,0.597,0.606,0
TOI-1768,157.597,1,5994.0,1.1,1.1,0
TOI-1772,97.7562,1,5583.0,0.995,0.99,0
TOI-1775,149.234,1,5284.0,0.8288,0.9218,0
TOI-1776,44.647,1,5785.0,0.9356,0.9196,0
TOI-1777,79.7665,1,5859.0,0.98,1.06,0
TOI-178,62.699,5,4316.0,0.651,0.65,0
TOI-1782,95.2649,2,4336.0,0.669,0.68,0
TOI-1789,229.067,1,5991.0,2.168,1.507,0
TOI-1794,155.791,1,5631.0,1.3162,0.9698,0
TOI-1798,113.181,2,5165.0,0.78,0.87,0
TOI-1799,62.1274,1,5690.0,0.957,1.01,0
TOI-1801,30.6796,1,3863.0,0.547,0.556,0
TOI-1803,119.24,2,4687.0,0.715,0.756,0
TOI-1806,55.5211,1,3272.0,0.401575,0.392935,0
TOI-1807,42.5775,1,4914.0,0.746,0.8048,0
TOI-181,96.2338,1,4994.0,0.745,0.822,0
TOI-1811,128.23,1,4766.0,0.769,0.817,0
TOI-1820,248.504,1,5734.0,1.51,1.04,0
TOI-1823,71.6456,1,4927.0,0.8049,0.8414,0
TOI-1824,59.4314,1,5165.0,0.8123,0.8801,0
TOI-1836,191.649,2,6237.0,1.577,1.2518,0
TOI-1842,223.465,1,6039.0,2.032,1.4643,0
TOI-1853,165.105,1,4985.0,0.808,0.837,0
TOI-1855,176.833,1,5359.0,1.041,0.987,0
TOI-1859,224.385,1,6341.0,1.36,1.287,0
TOI-1860,45.864,1,5752.0,0.94,0.99,0
TOI-1883,115.369,1,3477.0,0.494,0.492,0
TOI-1898,79.6682,1,6241.0,1.6131,1.2484,0
TOI-1899,128.438,1,3926.0,0.607,0.632,0
TOI-1937 A,415.135,1,5814.0,1.08,1.072,0
TOI-198,23.7262,1,3650.0,0.441,0.467,0
TOI-199,102.27,1,5255.0,0.82,0.936,0
TOI-1994,515.603,1,7700.0,2.3,1.86,0
TOI-2000,175.713,2,5611.0,1.134,1.082,0
TOI-2005,328.475,1,7130.0,2.02,1.59,0
TOI-201,113.825,1,6394.0,1.317,1.316,0
TOI-2010,109.19,1,5929.0,1.079,1.112,0
TOI-2015,47.3444,2,3297.0,0.3273,0.3041,0
TOI-2018,27.9956,1,4174.0,0.62,0.57,0
TOI-2019,198.007,1,5626.0,1.7457,1.1832,0
TOI-2025,335.985,1,5977.0,1.459,1.199,0
TOI-2046,289.668,1,6250.0,1.21,1.13,0
TOI-2048,116.567,1,5185.0,0.79,0.83,0
TOI-206,47.7465,1,3383.0,0.35,0.35,0
TOI-2068,52.9328,1,3710.0,0.535,0.559,0
TOI-2076,41.9091,3,5192.0,0.774,0.8557,0
TOI-2081,62.3446,1,3800.0,0.534,0.54,0
TOI-2084,114.549,1,3551.0,0.475,0.453,0
TOI-2088,126.46,1,5081.0,0.8481,0.9027,1
TOI-2095,41.9176,2,3759.0,0.44,0.44,1
TOI-2096,48.4809,2,3300.0,0.235,0.231,0
TOI-2107,236.705,1,5627.0,0.932,0.961,0
TOI-2109,262.041,1,6540.0,1.698,1.453,0
TOI-2120,32.1755,1,3131.0,0.245,0.211,0
TOI-2128,36.578,1,5968.0,1.1174,1.0251,0
TOI-2134,22.6202,2,4580.0,0.709,0.744,0
TOI-2136,33.3631,1,3342.0,0.34,0.34,0
TOI-2141,77.682,1,5659.0,0.98,0.94,0
TOI-2145,224.731,1,6200.0,2.7505,1.7169,0
TOI-2152,303.006,1,6630.0,1.612,1.516,0
TOI-2154,296.46,1,6280.0,1.396,1.233,0
TOI-2158,198.473,1,5673.0,1.41,1.12,0
TOI-216,177.945,2,5026.0,0.748,0.77,0
TOI-2180,116.685,1,5695.0,1.636,1.111,0
TOI-2184,788.317,1,5966.0,2.9,1.53,0
TOI-2193 A,337.064,1,5966.0,1.248,1.082,0
TOI-2194,19.5711,1,4756.0,0.6909,0.74,0
TOI-2196,259.947,1,5634.0,1.043,1.032,0
TOI-220,90.7402,1,5298.0,0.858,0.825,0
TOI-2202,235.933,1,5169.0,0.808,0.841,0
TOI-2207,373.345,1,6101.0,1.564,1.296,0
TOI-2211,70.2932,1,5253.0,0.834,0.9,0
TOI-2236,355.59,1,6248.0,1.573,1.343,0
TOI-2257,57.7911,1,3430.0,0.313,0.328,1
TOI-2260,101.251,1,5534.0,0.94,0.99,0
TOI-2266,51.6004,1,3200.0,0.24,0.23,0
TOI-2274,48.876,1,3943.0,0.631,0.612,0
TOI-2285,42.409,1,3491.0,0.464,0.454,0
TOI-2295,126.279,1,5730.0,1.459,1.168,0
TOI-2328,231.782,1,5525.0,0.9,0.95,0
TOI-2337,536.046,1,4780.0,3.22,1.325,0
TOI-2338,313.996,1,5581.0,1.05,0.99,0
TOI-2364,219.614,1,5306.0,0.886,0.954,0
TOI-2368,210.915,1,5360.0,0.846,0.897,0
TOI-237,38.0749,1,3212.0,0.211,0.179,0
TOI-2373,508.686,1,5651.0,1.102,1.041,0
TOI-2374,134.655,1,4802.0,0.69,0.75,0
TOI-2379,211.247,1,3707.0,0.622,0.645,0
TOI-238,80.5407,2,5059.0,0.733,0.788,0
TOI-2384,191.51,1,3943.0,0.6113,0.635,0
TOI-2406,55.419,1,3100.0,0.204,0.166,0
TOI-2407,92.4366,1,3530.0,0.567,0.548,0
TOI-2411,59.5362,1,4099.0,0.68,0.65,0
TOI-2416,557.733,1,5808.0,1.236,1.118,0
TOI-2420,435.174,1,5707.0,2.369,1.158,0
TOI-2421,327.927,1,5607.0,1.75,1.131,0
TOI-2427,28.5147,1,4072.0,0.65,0.64,0
TOI-244,22.0337,1,3433.0,0.426,0.428,0
TOI-2443,23.9258,1,4375.0,0.631,0.642,0
TOI-2445,48.582,1,3333.0,0.27,0.25,0
TOI-2447,148.987,1,5730.0,1.006,1.034,0
TOI-2458,112.958,1,6005.0,1.31,1.05,0
TOI-2459,36.6113,1,4195.0,0.6751,0.66,0
TOI-2485,397.953,1,6016.4,1.72,1.163,0
TOI-2497,285.289,1,7360.0,2.36,1.859,0
TOI-2498,275.265,1,5905.0,1.26,1.12,0
TOI-251,99.523,1,5875.0,0.881,1.036,0
TOI-2524,438.842,1,5831.0,1.119,1.007,0
TOI-2525,395.398,2,5096.0,0.785,0.849,0
TOI-2529,296.271,1,5802.0,1.7,1.11,0
TOI-2537,184.986,1,4870.0,0.771,0.771,0
TOI-2545,107.118,1,5846.29,1.25324,1.055,0
TOI-2567,504.775,1,5611.0,1.686,1.13,0
TOI-257,76.9028,1,6095.0,1.867,1.407,0
TOI-2570,361.857,1,5771.0,1.095,1.063,0
TOI-2580,379.253,1,6120.0,1.81,1.33,0
TOI-2583 A,566.189,1,5936.0,1.477,1.215,0
TOI-2587 A,373.675,1,5760.0,1.726,1.15,0
TOI-2589,200.273,1,5579.0,1.07,0.93,0
TOI-260,20.1852,1,4026.0,0.607,0.616,0
TOI-261,114.495,1,5890.3,1.28018,0.496728,0
TOI-262,43.932,1,5310.0,0.853,0.913,0
TOI-2641,344.045,1,6100.0,1.336,1.16,0
TOI-2669,393.443,1,4800.0,4.1,1.19,0
TOI-269,57.0225,1,3514.0,0.398,0.3917,0
TOI-270,22.4793,3,3506.0,0.378,0.386,0
TOI-2714,597.873,1,5665.0,1.25,1.07,0
TOI-2768,78.4525,1,4008.0,0.657,0.63,0
TOI-277,64.6692,1,4031.0,0.362,0.16,0
TOI-2796,350.343,1,5764.0,1.069,1.063,0
TOI-2803 A,494.818,1,6280.0,1.245,1.118,0
TOI-2818,312.674,1,5721.0,1.229,0.977,0
TOI-2842,460.995,1,5910.0,1.265,1.135,0
TOI-286,59.2293,2,5152.0,0.78,0.832,0
TOI-2969,163.996,1,4738.0,0.7,0.71,0
TOI-2977,,1,5691.0,1.073,0.936,0
TOI-2981,527.789,1,5940.0,1.08,1.03,0
TOI-2989,195.795,1,4672.0,0.76,0.77,0
TOI-3023,389.916,1,5760.0,1.668,1.12,0
TOI-3071,485.219,1,6177.0,1.31,1.29,0
TOI-3082,113.048,1,4263.0,0.6847,0.664,0
TOI-3235,72.811,1,3388.8,0.3697,0.3939,0
TOI-3261,300.141,1,5068.0,0.849,0.861,0
TOI-329,284.388,1,5614.0,1.5326,1.0678,0
TOI-332,222.852,1,5251.0,0.87,0.88,0
TOI-3321,285.895,1,5850.0,1.549,1.041,0
TOI-3331 A,217.193,1,5609.0,0.952,1.016,0
TOI-3353,78.7577,1,6365.0,1.0207,1.332089,0
TOI-3362,366.987,1,6532.0,1.83,1.445,0
TOI-3364,277.899,1,5706.0,1.419,1.186,0
TOI-3493,96.7224,1,5844.0,1.228,1.023,0
TOI-3540 A,,1,5810.0,1.228,1.081,0
TOI-3568,197.906,1,4969.0,0.719,0.78,0
TOI-3629,130.091,1,3870.0,0.6,0.63,0
TOI-3688 A,396.378,1,5950.0,1.302,1.199,0
TOI-3693,176.436,1,5321.0,0.791,0.867,0
TOI-3714,112.71,1,3660.0,0.51,0.53,0
TOI-3757,181.139,1,3913.0,0.62,0.64,0
TOI-3785,79.7634,1,3576.0,0.5,0.52,0
TOI-3807,421.745,1,5772.0,1.468,1.181,0
TOI-3819,558.141,1,5859.0,1.538,1.242,0
TOI-3837,311.705,1,5905.0,1.2,0.89,0
TOI-3884,43.1448,1,3180.0,0.302,0.298,0
TOI-3894,417.365,1,6000.0,1.502,1.138,0
TOI-3912,465.992,1,5725.0,1.392,1.088,0
TOI-3919,604.591,1,6100.0,1.319,1.208,0
TOI-3976 A,516.087,1,5975.0,1.501,1.254,0
TOI-3984 A,108.883,1,3476.0,0.47,0.49,0
TOI-4010,177.504,4,4960.0,0.83,0.88,0
TOI-406,31.0597,2,3392.0,0.41,0.408,0
TOI-4087,301.676,1,6060.0,1.112,1.178,0
TOI-4127,319.632,1,6096.0,1.293,1.23,0
TOI-4137,334.993,1,6202.0,1.438,1.313,0
TOI-4145 A,205.387,1,5281.0,0.859,0.905,0
TOI-4153,423.84,1,6860.0,1.605,1.572,0
TOI-4184,69.3649,1,3238.0,0.2347,0.2109,0
TOI-4201,189.011,1,3794.0,0.63,0.61,0
TOI-421,74.7969,2,5291.0,0.866,0.833,0
TOI-4308,108.932,1,5243.0,0.7934,0.9,0
TOI-431,32.5686,2,4850.0,0.731,0.78,0
TOI-4329,717.128,1,6000.0,2.31,1.538,0
TOI-4336 A,22.5455,1,3298.0,0.328,0.331,1
TOI-4342,61.5204,2,3901.0,0.599,0.6296,0
TOI-4364,43.9662,1,3528.0,0.4684,0.487,0
TOI-4377,455.82,1,4974.0,3.52,1.36,0
TOI-4379,645.158,1,6020.0,1.976,1.372,0
TOI-4406,261.834,1,6219.0,1.29,1.19,0
TOI-4438,30.0346,1,3422.0,0.372,0.368,0
TOI-444,57.3973,1,5225.0,0.779,0.96,0
TOI-4443,56.0739,1,5834.0,1.01733,1.049133,0
TOI-4463 A,173.117,1,5640.0,1.062,1.056,0
TOI-4479,80.6532,1,3400.0,0.451,0.452,0
TOI-4495,132.214,1,6156.0,1.34,1.168817,0
TOI-4504,342.605,2,5315.0,0.92,0.89,0
TOI-451,123.739,3,5550.0,0.879,0.95,0
TOI-4515,193.499,1,5433.0,0.86,0.949,0
TOI-4527,18.1037,1,3702.0,0.485948,0.483901,0
TOI-4551,215.986,1,4896.0,3.55,1.31,0
TOI-4559,31.6354,1,3558.0,0.374,0.392,0
TOI-4562,339.605,1,6096.0,1.152,1.192,0
TOI-4582,383.846,1,5190.0,2.5,1.34,0
TOI-4600,216.056,2,5170.0,0.81,0.89,0
TOI-4602,63.0637,1,6011.9,1.15664,1.116795,0
TOI-4603,225.643,1,6264.0,2.738,1.765,0
TOI-4633,95.2016,1,5800.0,1.05,1.1,1
TOI-4638,168.248,1,5700.0,0.895,1.02,0
TOI-4641,86.3501,1,6560.0,1.72,1.41,0
TOI-470,130.46,1,5190.0,0.831,0.87,0
TOI-4791,328.802,1,6058.0,1.409,1.242,0
TOI-480,54.5306,1,6174.0,1.4877,1.2793,0
TOI-481,179.366,1,5735.0,1.66,1.14,0
TOI-4860,80.1423,1,3260.0,0.358,0.34,0
TOI-4914,299.89,1,5805.0,1.0,1.03,0
TOI-4994,329.304,1,5640.0,1.055,1.005,0
TOI-500,47.3924,1,4440.0,0.678,0.74,0
TOI-5005,207.891,1,5749.0,0.93,0.97,0
TOI-5027,204.429,1,5909.0,0.92,1.02,0
TOI-5076,82.857,1,4780.0,0.844,0.789,0
TOI-5082,43.1406,1,5670.0,0.93,0.99665,0
TOI-5108,130.919,1,5808.0,1.29,1.1,0
TOI-5110,392.259,1,6160.0,2.333,1.469,0
TOI-512,67.3975,1,5277.0,0.89,0.74,0
TOI-5126,160.414,2,6150.0,1.241,1.24,0
TOI-5143,181.38,1,5183.0,0.852,0.864,0
TOI-5153,390.484,1,6300.0,1.4,1.24,0
TOI-5174,197.243,1,5643.77,1.09457,1.0,0
TOI-519,115.557,1,3322.0,0.35,0.335,0
TOI-5205,86.4493,1,3430.0,0.394,0.392,0
TOI-5218,377.483,1,4230.0,0.708,0.739,0
TOI-5232,609.388,1,6500.0,1.785,1.389,0
TOI-5238,290.646,1,5631.0,1.02283,1.0,0
TOI-5293 A,162.229,1,3586.0,0.52,0.54,0
TOI-530,148.762,1,3659.0,0.54,0.53,0
TOI-5300,162.51,1,4610.0,0.65,0.67,0
TOI-5301,629.161,1,6240.0,2.19,1.483,0
TOI-5319,61.171,1,3580.0,0.485,0.5,0
TOI-532,135.047,1,3927.0,0.612,0.639,0
TOI-5344,138.367,1,3747.0,0.588,0.612,0
TOI-5388,18.5226,1,3495.0,0.31,0.28572,0
TOI-5398,130.855,2,6000.0,1.051,1.146,0
TOI-540,14.0022,1,3216.0,0.1895,0.159,0
TOI-544,41.1166,1,4169.0,0.623,0.631,0
TOI-5542,348.849,1,5700.0,1.058,0.89,0
TOI-5573,186.562,1,3790.0,0.594,0.619,0
TOI-558,402.63,1,6466.0,1.496,1.349,0
TOI-559,233.266,1,5925.0,1.233,1.026,0
TOI-561,85.799,4,5342.0,0.843,0.806,0
TOI-5616,390.415,1,3996.0,0.646,0.666,0
TOI-5634 A,306.144,1,3896.0,0.54,0.556,0
TOI-564,199.581,1,5640.0,1.088,0.998,0
TOI-5678,165.393,1,5485.0,0.938,0.905,0
TOI-5688 A,226.318,1,3713.0,0.57,0.6,0
TOI-5704,89.637,1,4590.0,0.7575,0.73,0
TOI-5713,40.8668,1,3225.0,0.2992,0.2653,0
TOI-5720,35.8256,1,3325.0,0.383,0.383,0
TOI-5726,108.848,1,5874.0,1.106,1.06,0
TOI-5786,192.475,1,6235.0,1.36,1.23,0
TOI-5799,27.8123,1,3521.0,0.343,0.327,0
TOI-5803,84.0126,1,5134.0,0.7625,0.87,0
TOI-6002,32.0266,1,3229.0,0.2432,0.2101,1
TOI-6008,23.1008,1,3075.0,0.242,0.23,0
TOI-6016,364.715,1,6110.0,1.51,1.31,0
TOI-6029,603.119,1,6223.0,2.338,1.548,0
TOI-6034,117.992,1,3635.0,0.489,0.514,0
TOI-6038 A,179.147,1,6110.0,1.648,1.291,0
TOI-6054,79.407,2,6112.0,1.612,1.15,0
TOI-6086,31.4566,1,3200.0,0.259,0.254,0
TOI-6130,220.882,1,6110.0,1.51,1.31,0
TOI-615,360.408,1,6850.0,1.732,1.449,0
TOI-620,33.0231,1,3708.0,0.55,0.577,0
TOI-622,123.297,1,6400.0,1.415,1.313,0
TOI-6255,20.3167,1,3421.0,0.37,0.353,0
TOI-628,178.68,1,6250.0,1.345,1.311,0
TOI-6324,20.5488,1,3247.0,0.293,0.269,0
TOI-6383 A,171.319,1,3444.0,0.457,0.458,0
TOI-640,341.997,1,6460.0,2.082,1.536,0
TOI-6478,38.6057,1,3230.0,0.234,0.23,0
TOI-654,57.7553,1,3433.0,0.43,0.531219,0
TOI-6628,320.527,1,5463.0,1.01,0.97,0
TOI-663,64.2308,3,3681.0,0.512,0.514,0
TOI-6651,212.128,1,5940.0,1.721,1.323,0
TOI-669,142.867,1,5597.0,0.9882,0.9245,0
TOI-6695,282.536,1,6400.0,1.517,1.338,0
TOI-672,66.9071,1,3765.0,0.5441,0.5399,0
TOI-674,46.0851,1,3514.0,0.42,0.42,0
TOI-677,141.812,1,6295.0,1.28,1.181,0
TOI-6894,73.8131,1,3007.0,0.2276,0.207,0
TOI-700,31.1265,4,3459.0,0.421,0.415,1
TOI-7041,439.52,1,4700.0,4.1,1.07,0
TOI-712,58.6212,3,4622.0,0.674,0.732,1
TOI-715,42.4048,1,3075.0,0.24,0.225,0
TOI-733,75.2092,1,5585.0,0.949,0.956,0
TOI-757,60.3418,1,5278.0,0.78,0.8,0
TOI-762 A,98.4458,1,3266.0,0.425,0.442,0
TOI-763,95.1274,2,5450.0,0.897,0.917,0
TOI-771,25.2788,2,3370.0,0.232,0.22,0
TOI-776,27.1701,2,3725.0,0.547,0.542,0
TOI-778,161.743,1,6643.0,1.71,1.4,0
TOI-782,52.5122,1,3370.0,0.413,0.397,0
TOI-813,263.145,1,5907.0,1.94,1.32,0
TOI-815,59.7117,2,4869.0,0.77,0.776,0
TOI-824,63.9262,1,4600.0,0.695,0.71,0
TOI-833,41.7148,1,3920.0,0.6,0.61,0
TOI-836,27.5024,2,4552.0,0.665,0.678,0
TOI-837,142.488,1,5995.0,1.052,1.142,0
TOI-849,225.734,1,5257.0,0.97,0.97,0
TOI-858 B,250.489,1,5842.0,1.308,1.081,0
TOI-871,68.0473,1,4929.0,0.719,0.758,0
TOI-880,60.6679,1,4935.0,0.816999,0.805415,0
TOI-892,340.543,1,6261.0,1.39,1.28,0
TOI-904,46.0891,2,3770.2,0.527,0.557,0
TOI-905,158.649,1,5570.0,0.918,0.968,0
TOI-907,312.529,1,6272.0,2.059789,1.069357,0
TOI-908,175.748,1,5626.0,1.028,0.95,0
