pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_insol,pl_orbsmax,pl_dens,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801525,1.5,2.86,1026.0,301.329,0.06717,4.66,5782.0,1.06,1.0,567.806,1,1
K2-22 b,K2-22,Transit,2015,0.381073,2.3,444.962,2100.0,114.0,0.009,NaN,3879.0,0.58,0.595292,243.836,1,2
Kepler-1322 b,Kepler-1322,Transit,2016,0.962867382,1.61,3.22,1666.0,2651.424,0.0183,4.24,5488.0,0.87,0.9,1350.32,2,1
Kepler-1300 b,Kepler-1300,Transit,2016,22.2419092,1.37,2.45,954.0,149.409,0.16005,5.24,6130.0,1.79,1.29,777.025,1,1
K2-104 b,K2-104,Transit,2016,1.9741954,1.79,3.86,798.0,62.1,0.0242,3.7,3712.0,0.48,0.51,189.289,1,1
WASP-167 b,WASP-167,Transit,2017,2.0219596,17.71022,2542.64,2329.0,3208.41,0.0365,NaN,7000.0,1.79,1.59,423.552,1,1
Kepler-888 b,Kepler-888,Transit,2016,70.6979061,1.76,3.75,417.0,7.854,0.31481,3.78,5875.0,0.9,0.97,420.817,1,1
K2-54 b,K2-54,Transit,2016,9.7833,2.6116925,7.33,560.0,6.1,0.0761,2.26,3990.0,0.643,0.615,174.955,1,1
Kepler-920 b,Kepler-920,Transit,2016,6.53192704,2.42,6.44,907.0,153.138,0.065,2.5,5403.0,0.85,0.89,1001.68,2,1
Kepler-1731 b,Kepler-1731,Transit,2021,21.76129913,2.93295657,8.92,486.0,13.3,0.1399,1.94,4859.0,0.72,0.781,169.948,1,1
Kepler-1438 b,Kepler-1438,Transit,2016,2.31942009,0.94,0.779,1490.0,561.12,0.0346,5.15,5530.0,0.96,0.97,1154.13,1,1
K2-390 b,K2-390,Transit,2022,3.312792,4.662,19.6,1119.0,260.965,,1.06,5558.0,0.966,0.789,456.122,1,1
Kepler-788 b,Kepler-788,Transit,2016,8.39846269,2.55,7.04,984.0,357.191,0.0835,2.33,6159.0,1.23,1.16,1775.8,1,1
Kepler-1225 b,Kepler-1225,Transit,2016,7.01075434,1.82,3.97,1453.0,324.282,0.0771,3.62,6140.0,1.19,1.13,1347.52,1,1
Kepler-1985 b,Kepler-1985,Transit,2023,3.42064689,2.27,5.77,1129.0,382.68,0.0426,2.71,5370.0,0.966,0.877,,1,1
Kepler-1937 b,Kepler-1937,Transit,2021,9.688599586,3.0229133,9.39,1014.0,163.1,0.0915,1.87,6457.0,1.196,1.19,905.069,1,1
Kepler-1035 b,Kepler-1035,Transit,2016,2.714077555,1.17,1.71,1301.0,1180.064,0.03883,5.87,5763.0,0.97,0.98,562.116,1,1
Kepler-1301 b,Kepler-1301,Transit,2016,9.08237046,1.4,2.54,734.0,76.139,0.0815,5.09,5188.0,0.81,0.85,854.28,1,1
TOI-4364 b,TOI-4364,Transit,2025,5.424019,2.01,4.7,488.0,13.3328,0.04753,3.18,3528.0,0.4684,0.487,43.9662,1,1
Kepler-1423 b,Kepler-1423,Transit,2016,23.955378,1.06,1.2,741.0,71.16,0.1586,5.54,4939.0,0.75,0.79,449.0,1,1
Kepler-1797 b,Kepler-1797,Transit,2021,23.3593998,3.05774442,9.58,684.0,51.68,0.1637,1.84,6244.0,1.009,1.069,1338.49,1,1
Kepler-1909 b,Kepler-1909,Transit,2021,2.391609907,1.09217411,1.33,1031.0,266.01,0.0306,5.61,4935.0,0.685,0.663,763.662,1,1
TOI-1669 c,TOI-1669,Transit,2024,2.6800535,2.2963977,13.0,1285.16,415.617,0.0376,6.0,5497.0,1.0561,0.9867,111.276,2,1
TOI-6002 b,TOI-6002,Transit,2024,10.904821,1.65,3.36,321.4,1.6823,0.05722,4.11,3229.0,0.2432,0.2101,32.0266,1,1
Kepler-627 b,Kepler-627,Transit,2016,40.6994443,3.73,13.4,685.0,39.303,0.22661,1.42,6424.0,1.49,1.3,984.307,1,1
TOI-1776 b,TOI-1776,Transit,2024,2.799868,1.21612741,1.4,1269.21,560.3349,0.0378,4.13,5785.0,0.9356,0.9196,44.647,1,1
Kepler-1698 b,Kepler-1698,Transit,2020,1.2107,1.07315686,1.25,1351.0,697.6,0.02065,5.56,4975.03,0.741698,0.822,222.345,1,1
Kepler-688 b,Kepler-688,Transit,2016,3.895936844,9.76,68.7,1005.0,458.912,0.046,0.406,5715.0,0.96,0.98,1357.75,1,1
WASP-132 c,WASP-132,Transit,2022,1.01153624,1.841,6.26,1329.0,791.0,0.01833,5.47,4686.0,0.758,0.789,122.91,3,1
Kepler-1935 b,Kepler-1935,Transit,2021,3.951400042,2.50271696,6.82,1083.0,324.78,0.0463,2.39,5570.0,0.899,0.845,904.702,1,1
Kepler-1375 b,Kepler-1375,Transit,2016,3.3004192,1.74,3.68,1543.0,2948.362,0.0471,3.84,6704.0,1.78,1.47,1430.84,1,1
Kepler-670 b,Kepler-670,Transit,2016,2.816504852,13.18,-1.0,1219.0,528.223,0.0383,NaN,5709.0,0.99,0.99,939.744,1,1
GJ 238 b,GJ 238,Transit,2024,1.7446999,0.566,0.126,758.0,107.262,0.02123,3.82,3485.0,0.4314,0.4193,15.2142,1,1
Kepler-1688 b,Kepler-1688,Transit,2020,5.62012,1.26174569,2.13,772.0,84.01,0.0577,5.83,4632.11,0.746,0.814,567.44687087,1,1
Kepler-1891 b,Kepler-1891,Transit,2021,4.02229023,1.52139156,2.93,1017.0,253.28,0.0473,4.57,5516.0,0.827,0.873,596.24,1,1
Kepler-985 b,Kepler-985,Transit,2016,116.331901,2.98,9.17,323.0,2.4,0.44664,1.9,5434.0,0.85,0.91,679.361,1,1
Kepler-767 b,Kepler-767,Transit,2016,161.5280101,6.64,35.7,366.0,9.365,0.5874,0.67,5694.0,0.94,0.96,2251.03,1,1
Kepler-1182 b,Kepler-1182,Transit,2016,11.17394617,2.41,6.39,796.0,197.882,0.0981,2.51,5924.0,1.05,1.04,1545.39,1,1
TOI-700 e,TOI-700,Transit,2023,27.80978,0.953,0.818,272.9,1.27,0.134,5.19,3459.0,0.421,0.415,31.1265,4,1
Kepler-1456 b,Kepler-1456,Transit,2016,18.1373829,1.14,1.55,433.0,8.234,0.1132,5.75,4231.0,0.62,0.64,370.312,1,1
Kepler-1363 b,Kepler-1363,Transit,2016,2.94194094,1.25,2.1,988.0,191.919,0.0363,5.91,4839.0,0.72,0.76,541.714,1,1
WASP-197 b,WASP-197,Transit,2025,5.167228,14.44837612,403.32424848,1665.0,1276.0,0.065,0.74,6050.0,2.112,1.36,483.675,1,1
Kepler-1997 b,Kepler-1997,Transit,2023,26.7575866,2.28,5.82,660.0,44.86,0.1815,2.7,6215.0,1.052,1.111,1502.34,1,1
Kepler-1911 b,Kepler-1911,Transit,2021,5.990799904,1.011,1.01,987.0,223.93,0.0636,5.37,5721.0,0.972,0.954,269.912,1,1
Kepler-1494 b,Kepler-1494,Transit,2016,91.080482,3.07,9.64,415.0,9.113,0.3982,1.83,5659.0,0.94,0.96,1285.48,1,1
TOI-5153 b,TOI-5153,Transit,2022,20.33003,11.88151954,1036.12060682,906.0,49.5559,0.158,3.39,6300.0,1.4,1.24,390.484,1,1
Kepler-937 c,Kepler-937,Transit,2016,153.343364,2.67,7.61,377.0,6.93,0.5545,2.2,6095.0,1.22,1.15,1571.46,2,1
Kepler-1795 b,Kepler-1795,Transit,2021,13.36019993,1.66301611,3.4,520.0,17.3,0.1002,4.06,4500.0,0.688,0.768,,1,1
Kepler-1604 b,Kepler-1604,Transit,2016,0.683684256,1.41,2.57,2023.0,1391.4,0.01406,5.04,4976.0,0.76,0.81,541.189,1,1
K2-44 b,K2-44,Transit,2016,5.657,2.433,6.5,1211.0,646.0,0.06,2.48,5912.0,1.58,1.15,476.703,1,1
Kepler-1213 b,Kepler-1213,Transit,2016,5.34982412,1.19,1.81,1156.0,595.424,0.06026,5.9,6050.0,1.21,1.14,807.812,1,1
HD 7924 d,HD 7924,Radial Velocity,2015,24.451,2.42,6.44,499.0,15.17,0.1551,2.5,5075.0,0.7821,0.832,16.9922,3,1
Kepler-1238 b,Kepler-1238,Transit,2016,4.14787559,1.93,4.38,1389.0,1195.201,0.0541,3.35,6386.0,1.48,1.3,1632.13,1,1
TOI-1798.01,TOI-1798,Transit,2024,8.021522331,2.448,6.5,734.31,69.26,0.074984,2.61,5165.0,0.78,0.87,113.181,2,1
Kepler-1947 b,Kepler-1947,Transit,2021,6.963630199,1.0101666,1.01,1298.0,229.4,0.07375,5.38,6040.0,1.686,0.984,468.771,1,1
Kepler-1568 b,Kepler-1568,Transit,2016,20.925392,1.3,2.24,729.0,72.568,0.15157,5.6,5956.0,1.19,1.09,916.313,1,1
Kepler-1453 b,Kepler-1453,Transit,2016,47.1611696,2.67,7.61,503.0,11.889,0.262,2.2,5665.0,0.94,0.97,1196.04,1,1
HIP 29442 d,HD 42813,Radial Velocity,2023,6.429575,1.538,5.14,920.0,203.0,0.0673,11.0,5289.0,0.98,0.901,68.192,3,1
TOI-4010 d,TOI-4010,Transit,2023,14.70886,6.18,38.15,650.0,30.0,0.113,0.9,4960.0,0.83,0.88,177.504,4,1
WASP-158 b,WASP-158,Transit,2018,3.656333,11.99363,886.7457,1590.0,903.013,0.0517,3.1,6350.0,1.39,1.38,524.993,1,1
TOI-849 b,TOI-849,Transit,2020,0.765548,3.64,41.8,1932.0,2314.06,0.0155,5.6,5257.0,0.97,0.97,225.734,1,1
Kepler-825 b,Kepler-825,Transit,2016,3.77360059,1.53,2.96,1270.0,734.464,0.0453,4.54,5976.0,1.08,1.03,807.85,2,1
Kepler-1233 b,Kepler-1233,Transit,2016,45.1263042,2.6,7.27,604.0,30.061,0.263,2.27,6198.0,1.25,1.16,1178.7,1,1
Kepler-1481 b,Kepler-1481,Transit,2016,5.94220998,1.23,2.04,797.0,71.94,0.059,6.02,4908.0,0.75,0.8,459.076,1,1
Kepler-1076 b,Kepler-1076,Transit,2016,6.14727918,0.8,0.437,770.0,83.18,0.0611,4.69,4868.0,0.74,0.79,199.0,1,1
TOI-6255 b,TOI-6255,Transit,2024,0.23818244,1.079,1.44,1256.46,588.9944,,6.3,3421.0,0.37,0.353,20.3167,1,1
Kepler-311 d,Kepler-311,Transit,2023,232.040326,2.05,4.86,327.0,2.71,0.7326,3.1,5903.0,1.156,0.974,778.654,3,1
Kepler-1550 b,Kepler-1550,Transit,2016,225.582809,3.02,9.38,348.0,2.305,0.7681,1.87,5991.0,1.11,1.07,1179.01,1,1
Kepler-1330 b,Kepler-1330,Transit,2016,10.10769068,1.65,3.36,879.0,322.399,0.0889,4.11,5608.0,0.94,0.97,1720.48,1,1
Kepler-717 b,Kepler-717,Transit,2016,4.40840023,2.42,6.44,1139.0,398.0,0.052,2.5,5485.0,0.85,0.88,2805.48,1,1
Kepler-891 b,Kepler-891,Transit,2016,53.44945593,6.41,33.6,486.0,44.326,0.2881,0.701,5887.0,1.07,1.06,2340.58,1,1
Kepler-1044 b,Kepler-1044,Transit,2016,6.77408868,2.67,7.61,1058.0,218.497,0.0741,2.2,5985.0,1.11,1.08,1278.96,1,1
Kepler-1476 b,Kepler-1476,Transit,2016,10.35863224,1.67,3.43,860.0,75.641,0.0932,4.05,5663.0,0.96,0.98,1002.74,1,1
Kepler-921 b,Kepler-921,Transit,2016,51.300634,2.87,8.6,492.0,15.007,0.2716,2.0,5663.0,0.91,0.93,934.49,1,1
Kepler-1610 b,Kepler-1610,Transit,2016,8.70181574,1.61,3.22,750.0,56.212,0.0777,4.24,5383.0,0.87,0.91,864.331,2,1
HATS-55 b,HATS-55,Transit,2019,4.2042001,14.022459,292.72143,1367.0,355.909,0.05412,0.587,6214.0,1.126,1.1955,609.838,1,1
TOI-125 b,TOI-125,Transit,2019,4.65382,2.726,9.5,1037.0,185.0,0.05186,2.57,5320.0,0.848,0.859,111.059,3,1
Kepler-1158 b,Kepler-1158,Transit,2016,13.5396293,2.34,6.08,1079.0,449.699,0.12643,2.61,6203.0,1.95,1.41,1484.25,1,1
Kepler-1479 b,Kepler-1479,Transit,2016,14.53261362,1.83,4.01,746.0,98.574,0.11341,3.6,5796.0,0.98,0.99,728.668,1,1
Kepler-1720 b,Kepler-1720,Transit,2021,12.70639992,3.21585295,10.4,697.0,55.86,0.1043,1.72,5573.0,0.839,0.939,629.445,1,1
Kepler-716 b,Kepler-716,Transit,2016,10.37168453,2.9,8.75,720.0,42.493,0.08628,1.97,5099.0,0.78,0.83,635.009,2,1
Kepler-875 b,Kepler-875,Transit,2016,27.5073799,2.9,8.75,569.0,41.431,0.1771,1.97,5958.0,1.11,1.06,1242.62,1,1
Kepler-904 b,Kepler-904,Transit,2016,3.021668632,1.77,3.78,1332.0,875.419,0.0417,3.75,6160.0,1.25,1.16,978.125,1,1
Kepler-909 b,Kepler-909,Transit,2016,13.93290318,1.47,2.76,852.0,127.24,0.11873,4.77,6154.0,1.23,1.17,309.596,1,1
Kepler-760 c,Kepler-760,Transit,2016,2.46697439,1.48,2.79,1139.0,453.648,0.03489,4.73,5322.0,0.85,0.89,792.336,2,1
Kepler-563 b,Kepler-563,Transit,2016,22.18432708,3.09,9.75,546.0,18.738,0.1418,1.82,5066.0,0.77,0.8,565.207,1,1
Kepler-1324 b,Kepler-1324,Transit,2016,4.115844679,1.51,2.89,895.0,98.414,0.0466,4.61,4776.0,0.73,0.78,481.667,1,1
Kepler-444 f,Kepler-444,Transit,2015,9.740486,0.741,0.332,673.0,59.915,0.0811,4.48,5046.0,0.752,0.758,36.4396,5,3
Kepler-1254 d,Kepler-1254,Transit,2016,5.72717226,1.31,2.27,794.0,71.31,0.0575,5.55,4985.0,0.75,0.78,622.818,3,1
Kepler-594 b,Kepler-594,Transit,2016,13.64618192,2.18,5.39,678.0,59.396,0.1089,2.86,5485.0,0.87,0.91,769.2,1,1
Kepler-744 b,Kepler-744,Transit,2016,12.06222443,1.62,3.26,750.0,62.955,0.09735,4.21,5594.0,0.93,0.94,449.964,1,1
Kepler-1015 b,Kepler-1015,Transit,2016,16.00494214,3.55,12.3,1040.0,172.112,0.1345,1.51,6769.0,1.81,1.49,739.357,1,1
Kepler-758 d,Kepler-758,Transit,2016,20.4966197,2.12,5.14,843.0,173.171,0.1527,2.96,6228.0,1.42,1.16,1502.32,4,1
Kepler-528 b,Kepler-528,Transit,2016,19.78297415,2.08,4.98,708.0,68.971,0.14219,3.04,5807.0,1.06,1.01,784.23,1,1
Kepler-700 b,Kepler-700,Transit,2016,80.8720639,5.99,30.0,452.0,12.071,0.3577,0.767,5692.0,0.96,0.98,1491.76,1,1
Kepler-1936 b,Kepler-1936,Transit,2021,126.5569992,3.16615594,10.2,524.0,9.4,0.52662,1.77,6501.0,1.854,1.419,871.096,1,1
Kepler-1962 b,Kepler-1962,Transit,2021,7.991459846,1.21463929,1.95,901.0,155.95,0.0783,5.98,5700.0,1.006,1.003,866.826,1,1
Kepler-853 b,Kepler-853,Transit,2016,7.16892463,1.69,3.5,1187.0,499.301,0.079,3.98,6350.0,1.55,1.3,568.676,1,1
Kepler-1562 b,Kepler-1562,Transit,2016,64.2737752,3.55,12.3,554.0,31.768,0.3308,1.51,5760.0,1.05,1.02,2060.72,1,1
Kepler-663 b,Kepler-663,Transit,2016,4.99678284,2.6,7.27,917.0,167.979,0.0559,2.27,5264.0,0.82,0.86,1063.09,1,1
Kepler-1028 b,Kepler-1028,Transit,2016,2.51462432,1.33,2.33,1217.0,519.636,0.0354,5.44,5522.0,0.87,0.9,607.916,1,1
Kepler-557 b,Kepler-557,Transit,2016,3.705989551,2.67,7.61,1281.0,2885.663,0.0469,2.2,6068.0,1.16,1.11,2097.12,1,1
Kepler-154 e,Kepler-154,Transit,2016,3.93276465,1.5,2.86,1140.0,480.405,0.04766,4.66,5769.0,0.98,0.98,915.212,5,1
Kepler-882 b,Kepler-882,Transit,2016,3.989539666,1.23,2.04,903.0,259.029,0.04741,6.02,5476.0,0.87,0.9,504.605,1,1
Kepler-1778 b,Kepler-1778,Transit,2021,10.08740044,3.01665969,9.36,942.0,186.14,0.0956,1.87,6310.0,1.095,1.143,1276.29,1,1
Kepler-636 b,Kepler-636,Transit,2016,16.080661147,4.45,18.1,614.0,67.509,0.1185,1.13,5203.0,0.8,0.85,310.301,1,2
K2-15 b,K2-15,Transit,2015,11.8104,2.48,6.71,676.0,48.0,0.091,2.42,5131.0,0.68,0.72,493.992,1,1
K2-17 b,K2-17,Transit,2015,17.96753,2.23,5.6,487.0,4.91,0.119,2.77,4320.0,0.66,0.71,125.106,1,1
KIC 9663113 b,KIC 9663113,Transit,2015,572.3847,4.6,19.2,264.0,3.356,1.55346,1.08,6065.0,1.03,0.98,1594.74,2,1
Kepler-1392 b,Kepler-1392,Transit,2016,15.1410397,1.96,4.5,714.0,61.42,0.1189,3.28,5479.0,0.85,0.88,1117.0,1,1
WASP-20 b,WASP-20,Transit,2015,4.8996284,16.388,98.841,1379.0,259.864,0.06,0.132,5940.0,1.392,1.2,211.877,1,2
Kepler-447 b,Kepler-447,Transit,2015,7.79430132,18.49,435.41,882.0,119.039,0.0769,0.4,5493.0,1.05,1.0,268.041,1,1
HATS-14 b,HATS-14,Transit,2015,2.7667641,11.646151,340.39593,1276.0,505.884,0.03815,1.191,5346.0,0.933,0.967,513.011,1,1
K2-9 b,K2-9,Transit,2015,18.4498,2.25,5.69,314.0,1.36,0.091,2.74,3390.0,0.31,0.3,82.9631,1,1
K2-10 b,K2-10,Transit,2015,19.3044,3.84,27.0,703.0,54.1,0.137,2.6,5620.0,0.98,0.92,272.36,1,1
Kepler-436 b,Kepler-436,Transit,2015,64.00205,2.73,7.9,322.0,1.69,0.339,2.13,4651.0,0.697,0.729,588.867,2,1
Kepler-443 b,Kepler-443,Transit,2015,177.6693,2.33,6.04,233.0,0.86,0.495,2.62,4723.0,0.706,0.738,802.271,1,1
Kepler-437 b,Kepler-437,Transit,2015,66.65062,2.14,5.22,308.0,2.15,0.288,2.93,4551.0,0.68,0.707,304.0,1,1
Kepler-1036 b,Kepler-1036,Transit,2016,122.8808058,3.01,9.32,326.0,2.821,0.47726,1.88,5533.0,0.89,0.95,489.435,1,1
Kepler-438 b,Kepler-438,Transit,2015,35.23319,1.12,1.46,288.0,1.4,0.166,5.71,3748.0,0.52,0.544,195.94287175,1,1
Kepler-439 b,Kepler-439,Transit,2015,178.1396,2.24,5.65,291.0,1.83,0.563,2.76,5431.0,0.866,0.884,757.048,1,1
Kepler-1003 b,Kepler-1003,Transit,2016,3.554856915,1.78,3.82,1157.0,814.925,0.04333,3.72,6109.0,1.17,1.11,941.902,1,1
HAT-P-54 b,HAT-P-54,Transit,2015,3.799847,10.581296,241.5508,818.0,88.6713,0.04117,1.118,4390.0,0.617,0.645,143.651,1,1
Kepler-432 b,Kepler-432,Transit,2015,52.501129,12.834305,1719.4603,812.0,97.846,0.301,4.46,4995.0,4.06,1.32,848.023,2,2
HD 7924 c,HD 7924,Radial Velocity,2015,15.299,2.72,7.86,583.6,28.35,0.1134,2.15,5075.0,0.7821,0.832,16.9922,3,1
HAT-P-50 b,HAT-P-50,Transit,2015,3.1220109,14.437192,429.0705,1862.0,2108.4362,0.0453,0.78,6280.0,1.698,1.273,515.458,1,1
Kepler-449 c,Kepler-449,Transit,2015,33.6727,2.764,8.07,661.0,45.09,0.1979,2.1,5649.18,1.467,1.02,241.949,2,1
HAT-P-52 b,HAT-P-52,Transit,2015,2.7535953,11.309881,259.98494,1218.0,227.759,0.03694,0.98,5131.0,0.893,0.887,361.155,1,1
Kepler-449 b,Kepler-449,Transit,2015,12.58242,2.056,4.88,917.0,167.41,0.1027,3.09,5649.18,1.467,1.02,241.949,2,1
Kepler-450 b,Kepler-450,Transit,2015,28.454851,6.14,19.4,769.0,94.325,0.20092,0.75,6197.21,1.64162,1.19,455.982,3,1
Kepler-92 d,Kepler-92,Transit,2015,49.3568,2.067,11.8666806,637.0,46.844,0.28682,7.457871,5904.34,1.81719,1.07,477.992,3,1
Kepler-444 b,Kepler-444,Transit,2015,3.6001053,0.403,0.0374,938.0,225.735,0.04178,3.14,5046.0,0.752,0.758,36.4396,5,3
Kepler-450 d,Kepler-450,Transit,2015,7.51464,0.837,17.6,1199.0,557.205,0.0827,77.0,6197.21,1.64162,1.19,455.982,3,1
WASP-135 b,WASP-135,Transit,2015,1.4013794,14.5717,603.877,1403.66,917.4101,0.0243,1.16,5675.0,0.96,0.98,298.214,1,1
Kepler-444 e,Kepler-444,Transit,2015,7.743493,0.546,0.1,727.0,81.344,0.0696,4.8,5046.0,0.752,0.758,36.4396,5,3
Kepler-430 b,Kepler-430,Transit,2015,35.968,3.25,10.6,667.0,40.844,0.2244,1.7,5884.0,1.485,1.166,917.477,2,1
Kepler-874 b,Kepler-874,Transit,2016,40.0686727,3.94,14.7,560.0,31.624,0.2234,1.32,6020.0,1.13,1.09,1082.16,1,1
Kepler-876 b,Kepler-876,Transit,2016,5.14438011,1.43,2.63,923.0,152.746,0.0549,4.94,5060.0,0.77,0.81,820.913,1,1
Kepler-780 b,Kepler-780,Transit,2016,0.677375164,0.89,0.64,2099.0,4572.56,0.015,4.99,5769.0,1.02,1.01,557.652,1,1
Kepler-802 b,Kepler-802,Transit,2016,40.0587473,3.54,12.3,489.0,13.508,0.2265,1.52,5507.0,0.9,0.93,780.585,1,1
Kepler-799 b,Kepler-799,Transit,2016,133.4605235,6.88,37.9,433.0,6.356,0.5167,0.64,5681.0,0.93,0.95,1509.084,2,1
Kepler-872 b,Kepler-872,Transit,2016,2.578855068,1.99,4.62,1230.0,553.056,0.0362,3.22,5902.0,1.08,1.05,879.683,1,1
Kepler-870 b,Kepler-870,Transit,2016,21.3587621,2.78,8.15,691.0,54.869,0.1539,2.08,5857.0,1.02,1.01,1259.46,1,1
K2-30 b,K2-30,Transit,2016,4.098503,11.646151,184.02357,1092.0,299.0,0.04839,0.64,5425.0,0.844,0.9,333.042,1,1
Kepler-851 b,Kepler-851,Transit,2016,8.50699658,1.68,3.46,900.0,103.828,0.0802,4.01,5455.0,0.85,0.89,839.255,1,1
Kepler-798 b,Kepler-798,Transit,2016,13.71933369,2.39,6.3,864.0,141.888,0.1174,2.54,6224.0,1.29,1.19,972.274,1,1
Kepler-797 b,Kepler-797,Transit,2016,27.07237711,2.17,5.35,605.0,90.1,0.181,2.88,5680.0,0.95,0.96,1315.26,1,1
Kepler-869 b,Kepler-869,Transit,2016,40.4287755,3.61,12.7,494.0,17.234,0.2244,1.48,5664.0,0.95,0.97,939.455,1,1
Kepler-868 b,Kepler-868,Transit,2016,5.03251791,2.05,4.86,1047.0,417.034,0.0575,3.1,5614.0,0.89,0.93,1593.13,1,1
Kepler-477 b,Kepler-477,Transit,2016,11.11990653,2.07,4.94,649.0,38.71,0.0911,3.06,5240.0,0.79,0.87,367.0,1,2
Kepler-847 b,Kepler-847,Transit,2016,2.343231895,1.18,1.76,1054.0,292.31,0.0315,5.89,4940.0,0.77,0.83,513.103,1,1
Kepler-795 b,Kepler-795,Transit,2016,29.6193421,1.68,3.46,580.0,28.9,0.1803,4.01,5631.0,0.96,0.94,492.122,1,2
Kepler-796 b,Kepler-796,Transit,2016,6.40087618,1.3,2.24,1109.0,962.264,0.07317,5.6,5475.0,1.09,0.93,817.584,1,1
Kepler-753 b,Kepler-753,Transit,2016,5.747725012,1.91,4.31,641.0,41.674,0.054,3.4,4346.0,0.65,0.68,274.767,1,1
Kepler-866 b,Kepler-866,Transit,2016,2.617032536,1.63,3.29,996.0,196.127,0.0331,4.17,4751.0,0.71,0.75,646.667,1,1
Kepler-867 b,Kepler-867,Transit,2016,150.242127,4.64,19.4,327.0,2.72,0.5375,1.07,5541.0,0.91,0.92,1195.54,1,1
Kepler-865 b,Kepler-865,Transit,2016,14.16399294,2.49,6.76,694.0,46.362,0.1057,2.41,5570.0,0.92,0.93,586.137,2,1
Kepler-754 b,Kepler-754,Transit,2016,14.5596237,2.01,4.7,758.0,216.473,0.116,3.18,5935.0,1.08,1.06,1770.27,1,1
Kepler-748 b,Kepler-748,Transit,2016,7.40742793,2.52,6.9,938.0,439.778,0.0745,2.37,5934.0,1.1,1.07,1705.99,1,1
Kepler-793 b,Kepler-793,Transit,2016,4.24153639,1.37,2.45,1177.0,617.407,0.0491,5.24,5745.0,0.97,0.98,985.699,1,1
Kepler-792 b,Kepler-792,Transit,2016,11.30119217,1.96,4.5,852.0,176.032,0.0988,3.28,5971.0,1.12,1.09,1425.47,1,1
Kepler-863 b,Kepler-863,Transit,2016,15.59461874,2.9,8.75,718.0,117.828,0.122,1.97,5678.0,0.95,0.96,1499.66,1,1
Kepler-752 b,Kepler-752,Transit,2016,18.82747265,2.81,8.3,632.0,45.278,0.1353,2.06,5373.0,0.83,0.87,1232.29,1,1
Kepler-766 b,Kepler-766,Transit,2016,6.10027804,3.39,11.4,990.0,227.15,0.066,1.61,5992.0,1.15,1.1,2297.62,1,1
Kepler-841 b,Kepler-841,Transit,2016,124.4198398,5.23,23.8,416.0,1.648,0.479,0.914,5324.0,0.81,0.85,998.961,1,1
Kepler-790 b,Kepler-790,Transit,2016,13.73469807,2.18,5.39,634.0,38.274,0.101,2.86,5208.0,0.8,0.84,703.168,1,1
Kepler-861 b,Kepler-861,Transit,2016,3.949631375,2.28,5.82,966.0,197.29,0.0463,2.7,5047.0,0.78,0.82,850.327,1,1
Kepler-860 b,Kepler-860,Transit,2016,5.101379454,3.24,10.6,1050.0,233.621,0.058,1.71,5836.0,1.06,1.04,1056.36,1,1
Kepler-773 b,Kepler-773,Transit,2016,3.749100061,1.43,2.63,1160.0,490.707,0.04682,4.94,5850.0,1.01,1.04,547.026,1,1
Kepler-774 b,Kepler-774,Transit,2016,11.0895723,3.17,10.2,1422.0,451.177,0.1082,1.76,6403.0,2.42,1.57,917.804,1,1
Kepler-837 b,Kepler-837,Transit,2016,16.56059504,2.56,7.08,701.0,55.966,0.1144,2.32,5403.0,0.81,0.85,901.907,1,1
Kepler-897 b,Kepler-897,Transit,2016,8.0472642,2.39,6.3,855.0,354.221,0.077,2.54,5839.0,1.04,1.03,1519.25,1,1
Kepler-769 b,Kepler-769,Transit,2016,7.42608998,2.92,8.85,1037.0,241.128,0.0778,1.95,6186.0,1.28,1.19,1169.57,2,1
Kepler-836 b,Kepler-836,Transit,2016,11.36112327,2.73,7.9,869.0,135.797,0.1013,2.13,5895.0,1.04,1.03,980.035,1,1
Kepler-465 b,Kepler-465,Transit,2016,9.940672466,2.95,9.01,996.0,227.82,0.09195,1.93,6310.0,1.29,1.23,553.077,1,1
Kepler-484 b,Kepler-484,Transit,2016,10.045569313,2.28,5.82,766.0,90.629,0.09036,2.7,5668.0,0.87,0.96,382.136,1,1
Kepler-890 b,Kepler-890,Transit,2016,52.75875577,8.89,58.6,540.0,30.227,0.2944,0.458,5954.0,1.13,1.09,1712.12,1,1
Kepler-892 b,Kepler-892,Transit,2016,13.7521072,2.81,8.3,556.0,18.196,0.1015,2.06,4747.0,0.72,0.75,570.727,1,1
Kepler-765 b,Kepler-765,Transit,2016,27.6655226,2.43,6.48,641.0,48.947,0.1754,2.48,5901.0,1.06,1.05,1076.28,1,1
Kepler-784 b,Kepler-784,Transit,2016,31.5922646,1.58,3.12,688.0,194.385,0.22111,4.35,5674.0,1.32,1.0,1303.72,2,1
Kepler-785 b,Kepler-785,Transit,2016,1.973760926,13.02,-1.0,753.0,163.862,0.025,NaN,4739.0,0.71,0.77,642.051,1,1
Kepler-831 b,Kepler-831,Transit,2016,5.62153941,1.27,2.15,992.0,266.249,0.05984,5.77,5732.0,0.97,0.99,593.54,1,1
