pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_insol,pl_orbsmax,pl_dens,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
K2-126 b,K2-126,Transit,2017,7.385655,1.97,4.54,601.0,35.3,0.0656,3.26,4339.0,0.65,0.69,102.953,1,1
K2-141 c,K2-141,Transit,2018,7.7485,7.0,8.0,695.0,39.1,0.0683,0.081,4570.0,0.681,0.708,61.8736,2,1
Kepler-1790 b,Kepler-1790,Transit,2021,31.58889961,3.1446145,10.0,682.0,49.2,0.20989,1.77,5866.0,1.367,1.02,1070.17,1,1
Kepler-497 b,Kepler-497,Transit,2016,3.573203671,6.04,30.4,1210.0,1129.272,0.0457,0.758,5834.0,1.11,1.09,1291.98,1,1
Kepler-1451 b,Kepler-1451,Transit,2016,35.622233,3.35,11.2,523.0,18.751,0.2101,1.64,5782.0,0.99,1.0,1058.72,1,1
Kepler-444 d,Kepler-444,Transit,2015,6.189392,0.53,0.2,783.0,109.638,0.06,7.9,5046.0,0.752,0.758,36.4396,5,3
Kepler-605 b,Kepler-605,Transit,2016,3.383538066,1.44,2.67,1133.0,316.718,0.04244,4.91,5462.0,0.88,0.91,556.58,2,1
GJ 514 b,GJ 514,Radial Velocity,2022,140.43,2.13,5.2,202.0,0.28,0.422,2.96,3728.0,0.5,0.51,7.61778,1,1
Kepler-1478 b,Kepler-1478,Transit,2016,26.0840594,1.73,3.64,598.0,85.282,0.1681,3.86,5904.0,1.06,1.04,1845.58,1,1
TOI-782 b,TOI-782,Transit,2024,8.0240015,2.734,19.1,435.0,5.91,0.0578,7.99,3370.0,0.413,0.397,52.5122,1,1
GJ 806 c,GJ 806,Radial Velocity,2023,6.64064,2.28,5.8,490.0,9.5,0.0523,2.69,3600.0,0.4144,0.413,12.0445,2,1
Kepler-582 b,Kepler-582,Transit,2016,18.49235668,3.68,13.1,603.0,25.056,0.1254,1.44,5564.0,0.91,0.93,613.179,1,1
LP 890-9 b,LP 890-9,Transit,2022,2.7299025,1.32,13.2,396.0,4.09,0.01875,NaN,2850.0,0.1556,0.118,32.4298,2,1
Kepler-1039 b,Kepler-1039,Transit,2016,0.934884242,1.46,2.73,2080.0,668.128,0.01714,4.82,4870.0,0.74,0.79,306.91,1,1
Kepler-1840 b,Kepler-1840,Transit,2021,131.1900024,2.77771129,8.13,284.0,1.3,0.46206,2.08,4898.0,0.803,0.774,513.107,1,1
TOI-1420 b,TOI-1420,Transit,2023,6.9561063,11.89,25.1,957.0,139.0,0.071,0.082,5510.0,0.923,0.987,201.918,1,1
TOI-1266 c,TOI-1266,Transit,2020,18.8027,1.98,3.17,346.0,2.42,0.105,2.25,3563.0,0.4232,0.437,36.0118,3,1
Kepler-600 b,Kepler-600,Transit,2016,23.67517607,2.9,8.75,528.0,20.182,0.1536,1.97,5279.0,0.81,0.84,619.723,1,1
KOI-3503 b,KOI-3503,Transit,2021,21.185,1.19,9.2,785.0,90.2,0.14247,10.0,6001.0,1.255,0.858,887.064,2,1
Kepler-1358 b,Kepler-1358,Transit,2016,7.06317341,1.12,1.46,827.0,98.834,0.0656,5.71,5181.0,0.79,0.82,546.998,1,1
TOI-1691 b,TOI-1691,Transit,2024,16.736888935,3.66,14.6,703.49,59.13,0.129365,1.76,5759.0,1.0,1.03,111.445,1,1
Kepler-445 b,Kepler-445,Transit,2015,2.984151,1.58,3.12,401.0,17.657,0.0217,4.35,3157.0,0.21,0.18,127.201,3,1
Kepler-540 b,Kepler-540,Transit,2016,172.7049784,2.71,7.8,355.0,4.525,0.58822,2.15,5946.0,1.08,1.02,390.374,1,1
K2-253 b,K2-253,Transit,2018,4.00167,12.67,-1.0,1238.0,365.8185,0.0506,NaN,6027.0,1.1,1.08,876.565,1,1
Kepler-850 b,Kepler-850,Transit,2016,7.19303878,1.78,3.82,995.0,329.283,0.0744,3.72,5932.0,1.09,1.06,1661.28,1,1
Kepler-1004 b,Kepler-1004,Transit,2016,5.28789787,6.28,32.5,1661.0,1610.087,0.06791,0.721,4972.0,3.39,1.11,1152.68,1,1
Kepler-747 b,Kepler-747,Transit,2016,35.61760587,5.27,24.1,456.0,10.19,0.1916,0.905,5096.0,0.78,0.82,3347.16,1,1
GJ 1132 b,GJ 1132,Transit,2015,1.62892911,1.19151465,1.83704819,583.8,19.3,0.0157,5.97,3229.0,0.2211,0.1945,12.613,2,1
TOI-2589 b,TOI-2589,Transit,2023,61.6277,12.10569916,1112.3994245,592.0,21.7464,0.3,3.45,5579.0,1.07,0.93,200.273,1,1
K2-14 b,K2-14,Transit,2015,8.36802,4.81,20.7,488.0,8.0,0.0627,1.02,3789.0,0.45,0.47,364.048,1,1
Kepler-1961 b,Kepler-1961,Transit,2021,5.604710102,1.6187808,3.25,866.0,132.98,0.0588,4.21,5401.0,0.777,0.871,1042.45,1,1
Kepler-638 b,Kepler-638,Transit,2016,6.07972888,1.83,4.01,1111.0,872.567,0.06695,3.6,5382.0,0.93,0.88,991.214,1,1
TOI-3023 b,TOI-3023,Transit,2023,3.9014971,16.43236571,197.05361234,1596.0,1084.0,0.0505,0.245,5760.0,1.668,1.12,389.916,1,1
Kepler-1598 b,Kepler-1598,Transit,2016,4.34195123,0.95,0.809,1236.0,308.46,0.05207,5.18,5940.0,1.09,1.07,619.862,1,1
Kepler-1209 b,Kepler-1209,Transit,2016,25.369116,1.51,2.89,755.0,63.246,0.17515,4.61,6210.0,1.38,1.23,505.531,1,1
Kepler-1802 b,Kepler-1802,Transit,2021,15.45020008,1.671,3.43,581.0,26.91,0.0662,4.04,4245.0,0.637,0.649,636.694,2,1
Kepler-457 d,KOI-7892,Transit,2021,10.6906004,2.98467257,9.19,1008.0,244.47,0.0996,1.9,6474.0,1.242,1.148,1072.3,3,1
Kepler-1420 b,Kepler-1420,Transit,2016,6.69960006,1.28,2.18,806.0,131.526,0.0671,5.71,5187.0,0.79,0.82,1054.37,1,1
TOI-904 b,TOI-904,Transit,2023,10.8772,2.426,6.46,429.43,8.3169,0.056,2.49,3770.2,0.527,0.557,46.0891,2,1
K2-87 b,K2-87,Transit,2016,9.726618,7.6,44.9,979.0,85.0,0.094,0.562,5747.0,1.401,1.164,491.242,1,1
Kepler-1948 b,Kepler-1948,Transit,2021,15.57129955,1.03283226,1.09,399.0,5.98,0.1022,5.44,3872.0,0.557,0.585,193.903,1,1
TOI-2018 b,TOI-2018,Transit,2023,7.435583,2.268,9.2,576.34,26.0758,,4.33,4174.0,0.62,0.57,27.9956,1,1
TOI-1246 c,TOI-1246,Transit,2022,5.904137,2.45109846,9.1,862.49,129.0,0.061,3.39,5213.0,0.8649,0.8889,169.422,4,1
Kepler-967 b,Kepler-967,Transit,2016,13.22713379,2.35,6.12,638.0,39.1,0.1027,2.59,5178.0,0.8,0.84,568.546,2,1
Kepler-552 b,Kepler-552,Transit,2016,5.263415765,3.95,14.8,1103.0,358.994,0.0612,1.32,5863.0,1.04,1.03,843.689,1,1
K2-353 b,K2-353,Transit,2021,15.466805,5.55,26.3,735.0,33.0649,,0.845,5698.0,0.99,0.87,268.515,1,1
Kepler-1833 b,Kepler-1833,Transit,2021,6.892129898,1.30027362,2.24,1177.0,439.2,0.07545,5.6,6164.0,1.446,1.286,591.602,1,1
Kepler-800 b,Kepler-800,Transit,2016,14.13176026,2.85,8.5,675.0,44.872,0.1106,2.02,5315.0,0.82,0.85,1019.26,1,1
Kepler-1305 b,Kepler-1305,Transit,2016,13.5630972,1.88,4.19,733.0,103.51,0.1109,3.47,5701.0,0.96,0.97,1575.23,1,1
Kepler-1313 b,Kepler-1313,Transit,2016,3.833091178,1.76,3.75,1012.0,227.198,0.04619,3.78,5453.0,0.85,0.92,174.234,1,1
Kepler-1163 b,Kepler-1163,Transit,2016,6.11786898,1.03,1.08,1211.0,511.757,0.06868,5.43,6302.0,1.35,1.22,478.647,1,1
Kepler-1890 b,Kepler-1890,Transit,2021,4.820590019,0.86867375,0.587,1328.0,493.0,0.05712,4.92,6046.0,1.396,1.024,529.596,1,1
Kepler-581 b,Kepler-581,Transit,2016,40.6069821,2.63,7.41,521.0,12.39,0.2259,2.24,5772.0,1.0,1.0,703.758,1,1
Kepler-1714 b,Kepler-1714,Transit,2021,10.27530003,3.26437302,10.7,1211.0,504.3,0.10549,1.69,6150.0,2.086,1.448,409.46,1,1
TOI-1266 b,TOI-1266,Transit,2020,10.8945,2.52,4.46,415.0,4.72,0.073,1.54,3563.0,0.4232,0.437,36.0118,3,1
TOI-470 b,TOI-470,Transit,2023,12.19148,4.34,17.4,660.0,44.7551,0.119,1.17,5190.0,0.831,0.87,130.46,1,1
Kepler-1484 b,Kepler-1484,Transit,2016,30.4549136,2.11,5.1,624.0,35.92,0.1939,2.98,5730.0,0.92,0.94,2879.83,1,1
Kepler-616 d,Kepler-616,Transit,2021,51.06740189,2.653,7.52,499.0,14.69,0.2749,2.21,6004.0,0.977,1.061,945.775,3,1
Kepler-740 b,Kepler-740,Transit,2016,3.584101216,4.57,18.9,1131.0,432.866,0.0462,1.09,5438.0,0.87,0.91,1442.02,1,1
Kepler-1592 b,Kepler-1592,Transit,2016,3.05710069,1.54,2.99,1202.0,1918.34,0.04,4.5,6213.0,1.28,1.18,1639.47,1,1
LTT 3780 b,LTT 3780,Transit,2020,0.76837931,1.325,2.46,903.0,111.0,0.01195,5.8,3358.0,0.38,0.381,21.9814,2,2
K2-138 d,K2-138,Transit,2017,5.40479,2.39,7.92,888.0,160.0,0.05893,3.1,5356.3,0.863,0.935,202.585,6,1
Kepler-848 b,Kepler-848,Transit,2016,6.91134416,1.7,3.53,1086.0,794.778,0.07586,3.95,5695.0,1.2,1.01,1378.47,1,1
WASP-132 b,WASP-132,Transit,2016,7.1335164,10.09929161,136.0305582,682.0,58.5,0.0674,0.73,4686.0,0.758,0.789,122.91,3,1
Kepler-750 c,Kepler-750,Transit,2016,4.08899022,1.62,3.26,1537.0,778.592,0.05009,4.21,6160.0,1.23,1.15,1296.02,2,1
Kepler-1570 b,Kepler-1570,Transit,2016,26.548955,1.07,1.24,836.0,76.457,0.16699,5.56,5550.0,0.89,0.92,918.995,1,1
Kepler-1487 c,Kepler-1487,Transit,2023,35.8007112,7.97,48.7,991.0,227.68,0.2588,0.529,5745.0,3.955,1.801,1014.62,2,1
Kepler-1579 b,Kepler-1579,Transit,2016,0.849907889,0.84,0.52,1139.0,396.64,0.014,4.82,4584.0,0.7,0.75,466.0,1,1
Kepler-1590 b,Kepler-1590,Transit,2016,7.61760804,1.14,1.55,1020.0,171.478,0.07116,5.75,6053.0,1.16,1.11,771.152,1,1
TOI-1899 b,TOI-1899,Transit,2020,29.090312,11.09689089,212.94503269,378.0,3.4,0.1525,0.85,3926.0,0.607,0.632,128.438,1,1
Kepler-1360 b,Kepler-1360,Transit,2016,40.5286413,3.4,11.5,933.0,82.564,0.2866,1.61,6778.0,1.83,1.51,1516.27,1,1
Kepler-1668 b,Kepler-1668,Transit,2020,15.434,4.34764405,17.4,721.0,63.79,0.124,1.16,5542.0,1.01738,0.98,1335.64,1,1
Gaia-1 b,Gaia-1,Transit,2022,3.052524,13.77583728,533.95172376,1159.07,426.5351,0.04047,1.12,5470.0,0.952,0.949,363.66,1,1
WASP-85 A b,WASP-85 A,Transit,2016,2.6556777,13.89916,402.05495,1452.0,640.3258,0.039,0.88,6112.0,0.935,1.09,141.887,1,2
Kepler-830 b,Kepler-830,Transit,2016,11.29695137,1.7,3.53,907.0,160.18,0.1033,3.95,6037.0,1.11,1.07,1122.0,1,1
Kepler-724 b,Kepler-724,Transit,2016,3.314946338,3.29,10.8,1155.0,339.401,0.0433,1.67,5437.0,0.86,0.9,853.119,1,1
Kepler-442 b,Kepler-442,Transit,2015,112.3053,1.34,2.36,241.0,0.66,0.409,5.39,4402.0,0.598,0.609,365.965,1,1
TOI-2266 b,TOI-2266,Transit,2024,2.326318,1.54,2.99,550.0,13.0,0.02,4.5,3200.0,0.24,0.23,51.6004,1,1
Kepler-1177 b,Kepler-1177,Transit,2016,106.247547,1.9,4.27,377.0,11.862,0.4301,3.42,5712.0,0.97,0.98,1299.97,1,1
HD 332231 b,HD 332231,Transit,2020,18.712024,9.07303305,74.1,798.3,98.09,0.145,0.55,6128.0,1.266,1.1642,80.6665,1,1
Kepler-733 b,Kepler-733,Transit,2016,20.83424726,2.82,8.35,595.0,24.507,0.1483,2.05,5418.0,0.86,0.9,916.706,1,1
Kepler-1106 b,Kepler-1106,Transit,2016,1.252752174,1.65,3.36,2199.0,2399.974,0.0239,4.11,6104.0,1.17,1.11,1090.7,1,1
HD 25463 c,HD 25463,Transit,2023,3.04405,1.36354953,4.3,1585.57,1413.5,0.0443,9.09,6353.0,1.4182,1.251,45.6181,2,1
K2-37 b,K2-37,Transit,2016,4.44117,1.61,3.22,974.0,213.3,0.0511,4.24,5413.0,0.85,0.9,179.943,3,1
Kepler-1834 c,Kepler-1834,Transit,2023,0.766691517,1.22,1.98,1541.0,1334.22,0.015,5.99,4821.0,0.788,0.765,500.395,2,1
Kepler-487 b,Kepler-487,Transit,2016,15.358768403,11.42,-1.0,662.0,51.492,0.11819,NaN,5444.0,0.88,0.91,872.343,3,1
Kepler-461 b,Kepler-461,Transit,2016,8.313783059,2.58,7.18,886.0,254.906,0.07895,2.3,5634.0,0.91,0.98,692.158,1,1
TOI-4600 c,TOI-4600,Transit,2023,482.8191,9.42,2946.26933289,191.0,48.3867,1.152,NaN,5170.0,0.81,0.89,216.056,2,1
Kepler-1143 b,Kepler-1143,Transit,2016,2.888904849,1.67,3.43,976.0,173.056,0.0371,4.05,5053.0,0.77,0.81,555.189,2,1
TOI-1135 b,TOI-1135,Transit,2024,8.0277283,9.34085,51.42,1074.28,254.894,0.082337403,0.41,5962.7,1.15,1.156039,114.048,1,1
TOI-270 b,TOI-270,Transit,2019,3.3601538,1.206,1.58,581.0,19.9261,0.03197,4.97,3506.0,0.378,0.386,22.4793,3,1
TOI-674 b,TOI-674,Transit,2021,1.977143,5.25,23.6,635.0,38.4,0.025,0.91,3514.0,0.42,0.42,46.0851,1,1
TOI-2015 c,TOI-2015,Transit Timing Variations,2025,5.582796,2.93,8.91,448.0,6.68,0.041232,1.95,3297.0,0.3273,0.3041,47.3444,2,1
Kepler-476 b,Kepler-476,Transit,2016,14.00640607,3.08,9.69,807.0,100.09,0.1126,1.82,5837.0,1.09,1.03,813.535,1,1
Kepler-1434 b,Kepler-1434,Transit,2016,8.05333618,1.11,1.41,1320.0,925.289,0.0917,5.67,6291.0,2.04,1.47,775.529,1,1
Kepler-1240 b,Kepler-1240,Transit,2016,4.8663815,1.15,1.6,1121.0,539.129,0.05791,5.78,5682.0,0.96,0.98,862.186,1,1
GJ 357 c,GJ 357,Radial Velocity,2019,9.1247,1.66,3.4,401.2,4.45,0.061,4.08,3505.0,0.337,0.342,9.44181,3,1
Kepler-593 b,Kepler-593,Transit,2016,21.21708973,2.87,8.6,706.0,61.02,0.1508,2.0,5967.0,1.1,1.08,973.76,1,1
Kepler-1186 b,Kepler-1186,Transit,2016,16.07677615,2.23,5.6,724.0,85.385,0.1281,2.77,5635.0,0.93,0.95,1337.25,1,1
HR 858 d,HR 858,Transit,2019,11.230511,2.001,7.1,1061.0,217.0,0.1046,4.9,6354.0,1.258,1.204,31.964,3,2
TOI-5388.01,TOI-5388,Transit,2024,2.594675,1.89426,4.25,601.35,3.3023,0.024335855,3.44,3495.0,0.31,0.28572,18.5226,1,1
Kepler-1847 b,Kepler-1847,Transit,2021,11.12969971,2.74516914,7.97,843.0,119.44,0.0989,2.12,6122.0,0.964,1.041,1693.86,1,1
Kepler-1782 b,Kepler-1782,Transit,2021,5.756229877,2.22927435,5.6,773.0,86.0,0.05825,2.78,4931.0,0.734,0.794,305.792,1,1
Kepler-1589 b,Kepler-1589,Transit,2016,0.991665274,1.09,1.32,2102.0,5228.785,0.0205,5.6,6166.0,1.25,1.18,1513.14,1,1
Kepler-495 b,Kepler-495,Transit,2016,3.413036221,5.23,23.8,1200.0,310.021,0.0427,0.914,5346.0,0.83,0.86,658.924,2,1
TOI-5704 b,TOI-5704,Transit,2023,3.771116,3.2274,10.5,949.07,125.0643,,1.72,4590.0,0.7575,0.73,89.637,1,1
Kepler-991 b,Kepler-991,Transit,2016,82.5342519,2.54,6.99,260.0,1.371,0.3104,2.34,4392.0,0.61,0.64,389.561,1,1
TOI-128.01,TOI-128,Transit,2024,4.9404681,2.21898,5.56,1344.51,182.406,0.05381019,2.8,6086.0,1.13,0.851969,68.4727,1,1
K2-52 b,K2-52,Transit,2016,3.535055,18.0,-1.0,2004.0,1124.0,0.054,NaN,7147.0,2.192,1.691,1038.41,1,1
TOI-2184 b,TOI-2184,Transit,2022,6.90683,11.39953337,206.58846455,1676.05,1429.0,,0.76,5966.0,2.9,1.53,788.317,1,1
TOI-2989 b,TOI-2989,Transit,2025,3.122832,12.55405838,953.485221,1001.0,124.0,0.0384,2.7,4672.0,0.76,0.77,195.795,1,1
Kepler-930 b,Kepler-930,Transit,2016,71.4517775,2.13,5.18,561.0,16.851,0.34593,2.95,6335.0,1.4,1.25,848.396,1,1
KOI-3680 b,KOI-3680,Transit,2018,141.241671,11.09691,613.4119,347.0,3.3,0.534,2.46,5830.0,0.96,1.01,921.986,1,1
Kepler-712 c,Kepler-712,Transit,2016,226.89047,4.85,21.0,236.0,0.662,0.66479,1.01,5148.0,0.78,0.84,872.493,2,1
Kepler-983 b,Kepler-983,Transit,2016,60.0855082,2.36,6.17,485.0,30.997,0.3148,2.58,6052.0,1.08,1.13,714.437,1,1
TOI-1117 b,TOI-1117,Transit,2025,2.22816,2.46,8.9,1538.0,928.0,0.033,3.3,5635.0,1.05,0.97,167.598,3,1
Kepler-757 b,Kepler-757,Transit,2016,1.022678821,1.36,2.42,1734.0,3345.453,0.019,5.29,6014.0,1.13,1.08,1068.68,1,1
Kepler-716 c,Kepler-716,Transit,2020,3.96999,1.39281536,2.52,992.0,151.8,0.04548,5.12,5012.0,0.742183,0.83,635.009,2,1
Kepler-809 b,Kepler-809,Transit,2016,55.63934,3.01,9.32,478.0,13.155,0.2901,1.88,5734.0,0.98,0.99,961.405,1,1
Kepler-1848 b,Kepler-1848,Transit,2021,5.604020119,1.4088539,2.57,774.0,94.3,0.05835,5.05,4847.0,0.737,0.756,309.696,1,1
Kepler-1565 b,Kepler-1565,Transit,2016,1.538188437,1.19,1.81,1234.0,510.566,0.0241,5.9,4940.0,0.73,0.76,629.93,1,1
HD 93963 A c,HD 93963 A,Transit,2022,3.6451389,3.11976057,18.4,1212.45,543.8,0.04726,3.31,5908.0,1.0311,1.0844,82.3432,2,2
Kepler-938 b,Kepler-938,Transit,2016,52.6298417,2.22,5.56,544.0,8.57,0.2689,2.79,5533.0,0.89,0.92,1182.05,1,1
Kepler-535 b,Kepler-535,Transit,2016,4.903321551,2.36,6.17,1247.0,601.891,0.06011,2.58,6123.0,1.27,1.18,685.599,1,1
TOI-3082 b,TOI-3082,Transit,2023,1.926907,3.6621,13.0,1032.78,131.648,,1.45,4263.0,0.6847,0.664,113.048,1,1
Kepler-1001 c,Kepler-1001,Transit,2020,9.18186,1.57799279,3.11,804.0,72.4,0.08296,4.35,5376.0,0.836475,0.93,928.978,2,1
Kepler-1747 b,Kepler-1747,Transit,2021,6.230319977,4.26508,16.8,875.0,138.33,0.066,1.19,5477.0,0.865,0.983,1321.38,1,1
TIC 393818343 b,TIC 393818343,Transit,2024,16.24921,12.18416202,1379.37528638,805.5,2.28,0.1291,4.22,5756.0,1.086,1.082,93.7345,1,2
TOI-2407 b,TOI-2407,Transit,2025,2.702969,4.26,16.8,705.0,41.0,0.033,1.19,3530.0,0.567,0.548,92.4366,1,1
TOI-2095 c,TOI-2095,Transit,2023,28.17232,1.33,7.4,297.0,1.84,0.137,NaN,3759.0,0.44,0.44,41.9176,2,1
Kepler-695 b,Kepler-695,Transit,2016,3.040330424,9.21,62.3,1021.0,499.064,0.0374,0.438,5181.0,0.8,0.84,842.947,1,1
KOI-4777.01,KOI-4777,Transit,2022,0.412,0.51,99.2,1180.0,320.0,0.008,NaN,3515.0,0.4,0.41,172.245,1,1
Kepler-507 b,Kepler-507,Transit,2016,3.568096926,1.3,5.69692195,1407.0,877.327,0.04781,14.828486,6113.0,1.32,1.16,391.644,1,1
K2-157 d,K2-157,Radial Velocity,2025,66.5,5.16,23.3,429.1,6.46,0.309,0.932,5334.0,0.86,0.89,298.373,3,1
Kepler-1033 b,Kepler-1033,Transit,2016,7.56052806,2.51,6.85,914.0,159.422,0.0761,2.38,5547.0,0.92,0.94,1455.5,1,1
Kepler-1996 b,Kepler-1996,Transit,2023,32.376183,2.26,5.73,392.0,5.61,0.1789,2.73,4580.0,0.675,0.748,440.561,2,1
TOI-2796 b,TOI-2796,Transit,2023,4.8084983,17.26183028,139.84449908,1205.0,352.0,0.0569,0.15,5764.0,1.069,1.063,350.343,1,1
Kepler-864 b,Kepler-864,Transit,2016,5.83376092,2.4,6.35,1143.0,464.765,0.0687,2.52,5754.0,1.0,1.0,2022.9,2,1
K2-405 b,K2-405,Transit,2022,3.435471,4.569,18.9,969.0,146.577,,1.09,4927.0,0.765,1.034,197.234,1,1
WASP-192 b,WASP-192,Transit,2019,2.8786765,13.78707,731.009,1620.0,471.142,0.0408,1.62,5910.0,1.32,1.09,508.885,1,1
Kepler-1394 b,Kepler-1394,Transit,2016,3.93766373,1.39,2.51,1947.0,2023.005,0.05474,5.14,6481.0,2.55,1.64,640.409,1,1
Kepler-1027 b,Kepler-1027,Transit,2016,1.907805199,0.89,0.64,1268.0,1162.51,0.02911,4.99,5436.0,0.82,0.91,405.104,1,2
Kepler-828 b,Kepler-828,Transit,2016,0.567857136,1.51,2.89,1848.0,1835.159,0.01228,4.61,5039.0,0.77,0.81,575.322,1,1
TOI-2525 c,TOI-2525,Transit,2023,49.2519,10.13291855,208.8132634,399.96,6.0478,0.249,1.11,5096.0,0.785,0.849,395.398,2,1
WASP-110 b,WASP-110,Transit,2021,3.77840121,13.87671811,162.09248757,1033.06,269.1657,,0.333,5400.0,0.863922,0.95,274.96,1,1
Kepler-1270 b,Kepler-1270,Transit,2016,6.03356196,3.32,11.0,1598.0,1217.395,0.07045,1.65,5047.0,3.38,1.28,1095.05,1,1
Kepler-1315 c,Kepler-1315,Transit,2021,6.566060066,1.84398883,4.06,777.0,57.6,0.0635,3.56,4818.0,0.856,0.809,480.869,2,1
Kepler-862 b,Kepler-862,Transit,2016,3.148664534,2.21,5.52,1097.0,547.293,0.039,2.81,5333.0,0.84,0.88,1039.03,1,1
HD 18599 b,HD 18599,Transit,2022,4.1374354,2.6,24.1,863.0,145.0,0.048,7.5,5145.0,0.767,0.863,38.5653,1,2
Kepler-1523 b,Kepler-1523,Transit,2016,0.93875077,1.58,3.12,1676.0,2218.145,0.01867,4.35,5708.0,0.96,0.97,865.596,1,1
Kepler-435 b,Kepler-435,Transit,2015,8.6001536,22.31,266.97,1729.0,677.917,0.0948,0.131,6161.0,3.21,1.538,1418.77,1,1
Kepler-1370 b,Kepler-1370,Transit,2016,20.2641684,1.84,4.04,770.0,132.587,0.15763,3.56,6202.0,1.29,1.19,1004.1,2,1
Kepler-1040 b,Kepler-1040,Transit,2016,201.1214,2.08,4.98,300.0,2.121,0.67249,3.04,5694.0,0.96,0.98,482.119,1,1
HD 63935 c,HD 63935,Radial Velocity,2021,21.4027,3.06451296,11.1,619.59,36.7,0.148,2.11,5513.0,0.9598,0.9406,48.9739,2,1
Kepler-1683 b,Kepler-1683,Transit,2020,15.0337,1.87477762,4.17,669.0,47.32,0.1182,3.48,5429.0,0.900327,0.95,733.143,1,1
Kepler-1348 b,Kepler-1348,Transit,2016,27.5722742,1.94,4.42,636.0,49.665,0.1834,3.33,5911.0,1.04,1.04,1213.82,1,1
WASP-194 b,WASP-194,Transit,2025,3.183387,15.47960235,373.13054982,1693.0,1365.0,0.047,0.55,6405.0,1.409,1.29,476.831,1,1
Kepler-433 b,Kepler-433,Transit,2015,5.33408384,16.25,896.24,1776.0,1682.66,0.0679,1.13,6360.0,2.26,1.46,1878.31,1,1
Kepler-398 d,Kepler-398,Transit,2016,6.83437001,0.88,0.615,636.0,40.831,0.0618,4.96,4557.0,0.67,0.72,177.355,3,1
Kepler-1884 b,Kepler-1884,Transit,2021,8.988320351,1.81406781,3.95,864.0,131.92,0.0845,3.64,5984.0,0.906,0.993,1443.09,1,1
Kepler-1824 b,Kepler-1824,Transit,2021,95.61100006,2.38127597,6.26,421.0,7.45,0.4267,2.55,6002.0,1.081,1.135,1040.1,1,1
TOI-654.01,TOI-654,Transit,2024,1.5275657,2.37126,6.22,748.54,53.3454,0.021020146,2.56,3433.0,0.43,0.531219,57.7553,1,1
Kepler-730 c,Kepler-730,Transit,2018,2.85188338,1.56926,3.09,1607.0,903.77,0.03997,4.39,5620.0,1.411,1.047,1935.04,2,1
Kepler-1530 b,Kepler-1530,Transit,2016,2.5904434,1.64,3.33,1484.0,353.561,0.03553,4.15,5477.0,0.88,0.92,489.876,3,1
TOI-451 c,TOI-451,Transit,2020,9.192522,3.1,9.8,875.0,82.5178,0.0823,1.81,5550.0,0.879,0.95,123.739,3,2
Kepler-255 d,Kepler-255,Transit,2016,1.045622658,1.32,2.3,1710.0,1686.09,0.0192,5.5,5431.0,0.86,0.9,1052.53,3,1
Kepler-998 b,Kepler-998,Transit,2016,5.65377733,2.32,5.99,1020.0,409.917,0.0626,2.64,6058.0,1.18,1.12,986.364,1,1
HD 158259 b,HD 158259,Radial Velocity,2020,2.178,1.28228,2.22,1462.0,759.183,,6.12,5801.89,1.21,1.08,27.0498,5,1
KELT-20 b,KELT-20,Transit,2017,3.4741085,19.514869,1074.90106,2262.0,4362.5,0.0542,0.806,8720.0,1.565,1.76,136.426,1,1
GJ 3929 b,GJ 3929,Transit,2022,2.616235,1.09,1.75,568.0,17.3,0.0252,7.3,3384.0,0.32,0.313,15.8095,2,1
Kepler-1700 b,Kepler-1700,Transit,2020,234.239,2.90129941,8.76,329.0,2.2,0.76094,1.97,6031.0,1.0937,1.12,717.597,1,1
TOI-1273 b,TOI-1273,Transit,2024,4.631296,11.09689089,70.55790635,1211.0,225.013,0.0549,0.28,5690.0,1.06,1.06,177.118,1,1
GJ 3988 b,GJ 3988,Radial Velocity,2023,6.9442,1.74,3.69,348.0,2.45,0.0405,3.85,3273.0,0.19734,0.1842,9.9105,1,1
Kepler-569 b,Kepler-569,Transit,2016,34.18890521,3.16,10.1,526.0,19.314,0.19784,1.76,5616.0,0.93,0.95,638.301,1,1
Kepler-751 b,Kepler-751,Transit,2016,17.44490636,2.46,6.62,679.0,39.01,0.1263,2.44,5387.0,0.84,0.87,760.43,1,1
Kepler-1482 b,Kepler-1482,Transit,2016,12.25383217,1.01,1.01,678.0,86.499,0.09968,5.39,5381.0,0.84,0.88,567.556,1,1
Kepler-1781 b,Kepler-1781,Transit,2021,4.88752985,2.38091029,6.26,1003.0,239.11,0.0574,2.55,5568.0,0.957,1.053,962.63,1,1
Kepler-508 b,Kepler-508,Transit,2016,25.30889748,1.64,3.33,710.0,60.372,0.17274,4.15,6025.0,1.25,1.16,324.618,1,1
Kepler-1896 b,Kepler-1896,Transit,2021,44.87020111,3.09935997,9.8,536.0,19.5,0.2529,1.81,6122.0,0.996,1.07,1732.91,1,1
KOI-1599.02,KOI-1599,Transit,2019,13.6088,1.9,9.0,755.0,76.81,0.112293,7.21,5833.0,0.972,1.02,1131.64,2,1
Kepler-481 b,Kepler-481,Transit,2016,10.06082567,2.5,6.8,899.0,183.842,0.08926,2.39,5802.0,1.09,1.01,813.724,1,1
